value,persona_id
Мою машины,4790
Люблю кошек,4791
Я не люблю томатный сок.,4792
Я люблю оранжевый цвет.,4793
Отдыхаю на Канарах.,4794
я люблю танцевать.,4795
Вышиваю бисером.,4796
Хожу в школу,4797
Я хочу посетить Иерусалим,4798
Мой питомец енот,4799
Я увлекаюсь модой.,4800
Я делаю торты на заказ,4801
Ценю позитивных людей.,4802
Мечтаю о детях.,4803
У меня есть собака.,4804
я люблю петь,4805
Катаюсь на роликах,4806
Я фанат бокса,4807
Катаюсь на сноуборде.,4808
Я люблю плавать.,4809
Мне нравиться кофе.,4810
Родители живут в Европе,4811
у меня нет хобби.,4812
Я люблю море.,4813
У меня своё хозяйство,4814
Люблю исторические фильмы.,4815
мое любимое мороженное,4816
У меня 3 детей,4817
В детстве я часто болела,4818
Я занимаюсь самообразованием,4819
Ремонтирую автомобили.,4820
Я хочу стать фотографом.,4821
Я родилась в Латвии.,4822
Люблю тусоваться с друзьями,4823
Я жизнерадостный и веселый.,4824
У меня есть сестра,4825
Вожу автомобиль.,4826
У меня дома есть птички.,4827
Играю на гитаре.,4828
я помогаю соседям,4829
Я умею шить.,4830
Плаваю брассом,4831
Я вегетарианец.,4832
Люблю путешествовать.,4833
Пью только чай,4834
Мы купили собаку,4835
Моя машина Нива.,4836
Я умею вязать,4837
Я обожаю петуньи.,4838
и двое детей.,4839
я коллекционирую монеты,4840
я мечтаю побывать в питере,4841
Люблю играть в покер.,4842
Ухаживаем за кошкой,4843
Многое читаю.,4844
Я хожу в бассейн,4845
читаю комиксы,4846
Я видел НЛО,4847
Я не хочу жить.,4848
Люблю путешествия.,4849
Я бегаю по утрам,4850
Я люблю точить болты,4851
Хорошо кушать.,4852
Готовлю лучшую маргариту,4853
Моя любовь компьютер.,4854
у меня подружка рыжая,4855
Я люблю плавать.,4856
У меня есть кошка.,4857
Водолей - мой знак.,4858
я находчивый и упорный,4859
Я люблю играть в футбол.,4860
Любимый цвет белый,4861
Я имею кошку,4862
Люблю птичек.,4863
Я люблю картофельное пюре,4864
я люблю гулять,4865
Выкидываю мусор,4866
я закончил пту в 2000 году,4867
По выходным езжу на рыбалку,4868
У меня есть кошка.,4869
Я очень люблю рисовать.,4870
Я не замужем,4871
Я хожу в бассейн.,4872
Моё хобби верховая езда,4873
Я мама,4874
Я люблю плов,4875
Учу английский язык.,4876
я люблю джаз,4877
Не женат,4878
Я занимаюсь пилатесом,4879
Я высокого роста.,4880
люблю шоколадное мороженное,4881
Мечта уехать за границу!,4882
Я люблю мясное.,4883
я левша,4884
Я люблю гулять в парке,4885
У меня есть кот и собака.,4886
У меня есть муж,4887
У меня есть дочь.,4888
Я не ем мясо.,4889
Я вышла замуж,4890
Я еду летом в отпуск,4891
и на балконе птички,4892
Я люблю вышивать.,4893
Я видел Путина.,4894
У меня есть психическое заболевание.,4895
Я играю на гитаре.,4896
Я хожу по магазинам,4897
Иду в кино,4898
У меня двое детей,4899
У меня 2 детей.,4900
Я мечтаю стать врачом,4901
делать прически,4902
Мечтаю о путешествиях,4903
Я люблю мороженое,4904
я люблю компьютерные игры,4905
люблю своих родителей,4906
Я люблю гвоздики,4907
я толстый и стеснительный,4908
Интересуюсь историей.,4909
Мне нравится один мальчик.,4910
У меня есть собака,4911
Сегодня решил купить ноутбук.,4912
Я занимаюсь спортом,4913
Я люблю мечтать.,4914
Работаю переводчиком.,4915
Я делаю ремонт.,4916
Люблю читать,4917
Люблю природу.,4918
Я хочу жить без войны.,4919
Люблю читать.,4920
Я хорошо жарю шашлыки.,4921
Люблю женщин.,4922
Я живу с родителями.,4923
Не женат,4924
Я мечтаю о мотоцикле,4925
Я люблю попсу,4926
я люблю смотреть фильмы,4927
Я учусь на юриста.,4928
Я люблю Корею,4929
я из столицы России,4930
Увлекаюсь цветоводством,4931
"спасать жизни, помогать людям ,быть полезной вот то, к чему я стремлюсь в жизни",4932
Я посещаю бассейн,4933
У меня есть аквариум.,4934
Я играю в карты.,4935
Не курю.,4936
Люблю йогурт.,4937
Я люблю искусство.,4938
Люблю зеленый лук.,4939
У меня есть кошка.,4940
У меня дома живут рыбки.,4941
Занимаюсь шейпингом.,4942
Хочу дочь.,4943
Я люблю плавать,4944
Я люблю рыбалку.,4945
Предпочитаю активный отдых.,4946
Я мечтаю о собаке.,4947
Очень люблю ромашки.,4948
У меня есть золотая рыбка.,4949
У меня есть внучка,4950
Люблю путешествовать.,4951
Мечтаю стать политиком.,4952
У меня есть кролик,4953
У меня две сестры.,4954
Умею вышивать.,4955
Хочу в другую страну.,4956
Не люблю унылых людей,4957
Выращиваю домашние цветы.,4958
Я люблю цветы.,4959
Я ношу линзы,4960
Я не люблю рано вставать,4961
У меня нет машины.,4962
Мне нравится работа,4963
Не могу жить без спорта,4964
Я увлекаюсь скрапбукингом.,4965
Я люблю сало,4966
Люблю бородатых мужчин,4967
Много путешествую.,4968
Я парадирую певцов,4969
у меня депрессия,4970
Свободна.,4971
Не могу жить без прогулок в лесу,4972
Я пишу стихи.,4973
Я играю в шашки.,4974
У меня надежные друзья,4975
Мой папа работает инкассатором.,4976
Я люблю Россию,4977
Мой любимый сериал Игра престолов,4978
Я куплю завтра машину,4979
Имею машину Лада.,4980
у меня есть собака,4981
Люблю бег.,4982
У меня есть недостатки,4983
Мне скучно,4984
Моё хобби это рыбалка.,4985
Любимый цвет-зеленый,4986
У меня есть кошка.,4987
сплю голая,4988
Люблю помечтать,4989
Починил стиральную машину.,4990
увлекаюся бисером,4991
Радуюсь жизни,4992
Я ШОПОГОЛИК,4993
Я играю в теннис,4994
Люблю зеленый чай,4995
Я вегетарианка.,4996
"Я люблю лето, море, солнце и песок.",4997
Я люблю пиво,4998
хочу купить квартиру,4999
Развожу аквариумные рыбки.,5000
Иногда езжу к родителям,5001
Очень люблю гречку.,5002
Я люблю петь.,5003
Я вышла замуж друга,5004
Хорошо плаваю.,5005
Я люблю жизнь.,5006
Мой любимый спорт бокс,5007
Я играю в футбол,5008
Хочу в горы.,5009
Учусь играть в шахматы.,5010
Я хочу увидеть мир.,5011
Я не курю,5012
Я не люблю кошек.,5013
Мне всегда грустно.,5014
Я красотка,5015
Я живу в своем доме.,5016
Играю на барабане.,5017
Я интроверт.,5018
Я люблю котов,5019
Я играю на гитаре.,5020
У меня нет денег.,5021
Люблю природу,5022
Я люблю комедии.,5023
Мне очень нравятся собаки,5024
У меня есть машина,5025
Я люблю пряники с пивом,5026
Я мечтаю открыть магазин,5027
я не умею плавать,5028
Бегаю по утрам.,5029
люблю ириски,5030
Я ем пиццу,5031
я живу со своей сестрой,5032
Я люблю плавать,5033
Хочу быть дворником,5034
Я плохо готовлю,5035
Я люблю котов,5036
У меня есть кошка,5037
Люблю ходить на рыбалку,5038
я коллекционирую машинки,5039
Летом я езжу на море.,5040
я умею прыгать далеко,5041
Мечтаю побывать во франции,5042
Меня ценят на работе,5043
Я живу возле моря.,5044
Я умею читать рэп,5045
у меня один ребенок,5046
Имею 3 высших образования,5047
Есть ребенок.,5048
Я читаю чертежи,5049
Не люблю лениться.,5050
Мой рост 203 сантиметра.,5051
Я учусь на филфаке.,5052
Я боюсь одиночества.,5053
Я люблю спорить,5054
нравится готовить,5055
Я учусь в институте,5056
Я позитивный,5057
Люблю грозы.,5058
У меня много друзей.,5059
Летом мы ездим на море.,5060
Я вышла замуж в 20,5061
Я хочу в Рим.,5062
Я всегда говорю правду.,5063
хочу в морской круиз,5064
Я люблю суши,5065
У меня есть спортивный велосипед.,5066
Я люблю посещать музей.,5067
Люблю мечтать.,5068
Я люблю ловить рыбу.,5069
Люблю заниматься.,5070
Мое хобби - фотография.,5071
Я живу в собственном доме.,5072
Я люблю слушать музыку.,5073
Люблю спорт,5074
Мне всегда мало денег,5075
Я обожаю дорамы,5076
Нравится синий цвет.,5077
Я умею прыгать с парашюта,5078
Моя дочь шестиклассница.,5079
Я занимаюсь йогой.,5080
Я боюсь пауков,5081
Моя мама хорошо готовит.,5082
у меня есть котенок.,5083
Вчера прилетела из Вены,5084
живу самостоятельно,5085
я живу в деревне,5086
Я люблю играть в карты.,5087
у меня 3 брата,5088
Изучаю китайский язык,5089
Люблю маму.,5090
Я люблю заводить друзей,5091
Я люблю бегать.,5092
Я никогда не видела жирафа,5093
В планах путешествия,5094
Мне нравится пиво,5095
Я делю квартиру с другом,5096
люблю сладкое,5097
Я долго сплю,5098
Люблю печеньки,5099
Живу в своем доме.,5100
Я вегетарианка.,5101
Я обожаю петь.,5102
Хочу на море,5103
Я люблю покушать,5104
Летом я еду на море.,5105
Моя мама - программист.,5106
Мне нравится дождь,5107
Я отлично рисую.,5108
Я люблю суши.,5109
Хочу жить в деревне.,5110
Я люблю петь в караоке.,5111
Мечтаю о горах.,5112
Я добрый.,5113
У меня аллергия на латекс.,5114
Позитивный,5115
я пишу стихи,5116
Я не люблю рыбу.,5117
Я люблю принимать ванну.,5118
У меня большая семья,5119
Я люблю красный цвет.,5120
Мечтаю стать депутатом,5121
У меня есть черепашка.,5122
Я люблю супы.,5123
Люблю яблочный сок.,5124
Я бывший военный.,5125
Не люблю черешню.,5126
У меня мурашки от музыки.,5127
Я умею вышивать.,5128
Слушаю рок.,5129
Со мной всегда весело,5130
Я люблю читать,5131
я мечтаю о жене,5132
Мечтаю прославиться,5133
Я не люблю сладкое,5134
я много ем,5135
Я люблю канареек.,5136
Никогда не курила,5137
Я люблю урок музыки.,5138
ЛЮБЛЮ ОБЩАТЬСЯ С ЛЮДЬМИ,5139
Я люблю лето.,5140
Не женат,5141
Мечта - выпустить сборник.,5142
Люблю животных.,5143
"Я пугаюсь, когда вижу самолёт.",5144
У меня есть собака,5145
у меня есть две собаки,5146
Я занимаюсь дайвингом.,5147
Я люблю читать книга,5148
люблю замужнюю женщину,5149
Увлекаюсь хендмейдом.,5150
Люблю получать подарки.,5151
Я не люблю яблоки.,5152
Хочу на море,5153
Я мечтаю о жене,5154
Мечтаю побывать в Париже,5155
я люблю пиццу,5156
Летом куплю щенка.,5157
люблю рок,5158
Я увлекаюсь футболам,5159
Люблю собак,5160
Танцую сальсу.,5161
Я мечтаю о собственном доме.,5162
Я замужем,5163
Обожаю рыбачить с детьми,5164
Я хороший мастер.,5165
умею вышивать крестиком,5166
Не прочь выпить.,5167
Хочу попугая.,5168
У меня трое детей.,5169
Я люблю своих родителей.,5170
У меня есть любимый муж,5171
люблю готовить.,5172
я катаюсь на велосипеде,5173
я люблю шашлык,5174
Я очень общительная,5175
У меня собака боксер.,5176
Я не люблю морковку,5177
Я люблю каблуки,5178
И я счастлив.,5179
Мечтаю открыть свой бизнес.,5180
Люблю вышивать.,5181
Дважды разведен.,5182
Мечтаю усыновить ребёнка.,5183
Я люблю дружить,5184
Я уважаю этикет,5185
Я учу испанский язык,5186
У меня есть сын.,5187
Я работала инженером.,5188
Люблю разводить цветы,5189
Люблю читать,5190
я не пью пиво,5191
Я сплю на животе.,5192
играю в баскетбол,5193
Я путешественник.,5194
Я люблю петь караоке,5195
Я люблю вышивать,5196
Никогда не ходил в кино.,5197
Я люблю готовить,5198
У меня есть брат,5199
Очень люблю свою жену,5200
Засыпаю под телевизор,5201
Я наваливаю,5202
Я мечтаю стать врачом,5203
Пишу рассказы.,5204
У меня есть кот.,5205
Ждем первенца,5206
У меня есть машина,5207
Я люблю чай.,5208
Купила машину.,5209
вчера я сломала ногу,5210
Я ветеринар.,5211
я коплю деньги на квартиру,5212
Я люблю бокс,5213
Я люблю экстрим.,5214
обожаю баню,5215
я люблю свою девушку,5216
Свежий воздух для меня полезен.,5217
курю кальян,5218
Я купил себе велик.,5219
Я люблю шоколад,5220
Я обожаю мясо,5221
Люблю путешествовать,5222
Я рисую животных,5223
Живу одна,5224
Есть попугай,5225
с нетерпением жду весну,5226
Не люблю жирную пищу,5227
Люблю Битлз,5228
Живу с родителями.,5229
Я работаю тренером.,5230
У меня сиамская кошка и кот.,5231
Я коллекционирую насекомых.,5232
Я люблю кукурузу.,5233
Я люблю рыбалку,5234
Создаю уют.,5235
Я владею суахили,5236
мне нравятся блондинки,5237
люблю кошек,5238
Я люблю море.,5239
Я никогда не был в Чехии.,5240
Я жестянщик.,5241
Хожу в поход.,5242
Я хожу в походы.,5243
У меня есть сын,5244
Ищу парня для семьи.,5245
Мой кот поедет со мной,5246
Пью диетическую колу.,5247
Есть машина.,5248
Я люблю слушать рок.,5249
Я живу в частном секторе.,5250
Есть диплом клоуна,5251
я люблю шоколад,5252
Я умею вкусно готовить,5253
Я оптимистка.,5254
Хочу купить дачу.,5255
Люблю читать,5256
Люблю отдыхать,5257
У меня есть дочь.,5258
Умею играть на гитаре,5259
Плаваю по выходным,5260
Я училась на врача.,5261
Я хочу стать завучем,5262
Умею вышивать крестиком,5263
Я мечтаю побывать в Европе.,5264
Готовлю еду.,5265
Очень хочу детей,5266
Я люблю рисовать,5267
Раньше я был альпинистом.,5268
я меня есть дача,5269
1 ребенок.,5270
я хочу выйти замуж,5271
Мне нравиться военное дело.,5272
Отдыхаю на даче,5273
Гуляю по вечерам.,5274
Я посещаю клуб Кому за 60,5275
нет детей,5276
Я пишу статьи в газеты.,5277
Я люблю собак.,5278
В школе пел в хоре,5279
Есть много друзей,5280
Я люблю природу.,5281
Люблю зиму.,5282
У меня шесть кошек,5283
Я не хожу на встречи.,5284
Я студентка.,5285
Я работаю по призванию.,5286
Люблю помогать окружающим,5287
Я делал сальто,5288
Я получаю права.,5289
Люблю быструю езду.,5290
вечером пью вино,5291
Болею за СКА,5292
хочу похудеть,5293
Я в разводе,5294
У меня есть мопед,5295
У меня двое детей.,5296
я люблю спорт.,5297
Мечтаю прославиться.,5298
Я путешествовал автостопом,5299
Я увлекаюсь плаванием.,5300
я училась на спортфаке,5301
Я хорошо рисую.,5302
Я увлекаюсь кулинарией,5303
Я развожу кроликов.,5304
Мне нравится играть в танки.,5305
Боюсь астероидов.,5306
У меня есть младшая сестра.,5307
Я уеду на море.,5308
У меня сын.,5309
Я люблю огурцы.,5310
Есть собака.,5311
Вечером бегаю в парке.,5312
Люблю отдыхать на природе,5313
Я люблю футбол,5314
Я люблю рисовать,5315
Я люблю шутить.,5316
Я не курю.,5317
Я люблю свою семью.,5318
смотрю видео про косметику,5319
Я хорошо рисую.,5320
у меня много друзей,5321
Мечтаю посетить Италию.,5322
Занимаюсь фотографией,5323
У меня борода.,5324
У меня есть внучка..,5325
я люблю огурцы,5326
У меня есть две кошки.,5327
У меня много родных.,5328
Люблю мороженое,5329
Я люблю вязать.,5330
Сейчас я делаю уроки.,5331
Люблю ходить в кинотеатр.,5332
У меня 4 собаки,5333
Я часто хожу в бассейн.,5334
Коплю на телескоп.,5335
Мечтаю об отпуске.,5336
Я боюсь высоты,5337
Я люблю активный отдых,5338
Хочу посетить Германию,5339
И еще люблю мороженное,5340
Он плавает.,5341
Люблю детей.,5342
Я за справедливость,5343
Есть черная кошка,5344
У меня есть хомяк.,5345
я умею рисовать шаржи,5346
Люблю бананы.,5347
я бегаю по утрам,5348
Мечтаю объехать весь мир.,5349
Котик по имени Финик,5350
Я не замужем.,5351
я живу на 9 этаже,5352
Ищу свою любовь,5353
Умею летать на дельтаплане,5354
Я бедный.,5355
Я люблю море.,5356
Я люблю путешествовать.,5357
Играю в игры.,5358
Не люблю шумные компании.,5359
Смотрю фильмы ужасов.,5360
Вечерами читаю фантастику.,5361
Занимаюсь волейболом,5362
У меня есть баркас,5363
Я вышла замуж.,5364
Я люблю теннис,5365
У меня есть дочь.,5366
Я много читаю.,5367
Я скоро пойду в театр,5368
Я не умею шить.,5369
Посещаю театральный кружок,5370
Я коллекционирую бабочек,5371
мечтаю о волшебстве.,5372
одинока,5373
У меня есть внук.,5374
вчера купил собаку,5375
Моя мать библиотекарь,5376
Люблю боевики,5377
Хорошо рисую.,5378
Люблю собак,5379
Я люблю киви.,5380
Я занимаюсь танцами.,5381
есть собака,5382
Развожу щенков.,5383
я занимаюсь плетением,5384
Я люблю сериалы,5385
Я не люблю киви.,5386
Люблю животных.,5387
Мечтаю стать директором,5388
Я сангвиник.,5389
Люблю гулять,5390
Я играю в футбол,5391
Мечтаю о машине,5392
Люблю моих друзей,5393
Я хорошо танцую.,5394
Играю в футбол,5395
меня бросила девушка,5396
Мою дочку зовут Настя,5397
Буду репортером,5398
Я увлекаюсь писательством,5399
Хочу завести енота.,5400
Я хожу гулять.,5401
Я люблю слушать музыку.,5402
Я хочу водить машину,5403
Увлекаюсь музыкой,5404
есть птица,5405
Я люблю сыр,5406
Я член ЛДПР.,5407
Я мечтаю о попугае,5408
Хочу купить машину.,5409
Я жаворонок.,5410
Я хорошо пою.,5411
Люблю играть в футбол,5412
Я веган,5413
У меня есть кот,5414
Увлекаюсь рыбалкой,5415
Умею вышивать крестиком,5416
Я хорошо плаваю.,5417
Всегда готов дружить.,5418
Все ремонтируют сам.,5419
Я люблю петь,5420
Помогаю в приюте.,5421
Люблю лето.,5422
У меня есть кошка,5423
ненавижу телевизор,5424
Любимые фильмы мелодрамы.,5425
Я хорошо готовлю,5426
Я езжу на гастроли,5427
Я очень сильно боюсь темноты.,5428
Я правша.,5429
Хожу в баню,5430
Я живу на четвертом этаже,5431
Я езжу на мотоцикле.,5432
Не люблю татуировки.,5433
Люблю японскую кухню.,5434
Хотел бы поехать в Питер.,5435
Я будущий врач,5436
Люблю пинг-понг,5437
хожу на хоккей,5438
У меня есть пес.,5439
Бываю на рыбалке,5440
Я живу рядом с озером.,5441
Я люблю отдых в горах.,5442
Я хочу путешествовать,5443
Люблю зиму.,5444
У меня есть 2 сестры.,5445
Я вкусно готовлю.,5446
Закончил университет.,5447
У меня 2 пса.,5448
Я люблю мармелад.,5449
У меня есть брат.,5450
Люблю читать.,5451
Я хочу уехать заграницу.,5452
Родители всё время работают,5453
Любимый фрукт - яблоко,5454
Живу на 10 этаже,5455
Скоро я стану машинистом .,5456
Собака это мой самый лучший друг.,5457
Буду педагогом,5458
Я хожу на плавание.,5459
люблю готовить десерты.,5460
Любимый цвет красный,5461
Я люблю папу.,5462
Я вяжу,5463
Есть машина.,5464
У меня три работы.,5465
Завтра я пойду в кино.,5466
Не люблю ложь,5467
У меня есть дочь и внуки,5468
хочу съездить в Таиланд,5469
Работаю на пасеке,5470
Я мечтаю стать богатым,5471
Я хорошо готовлю.,5472
люблю пиццу,5473
Прыгаю с парашютом.,5474
Веду свой блог.,5475
Я весёлый человек,5476
я живу в селе,5477
Я сочиняю рассказы,5478
Я целеустремленная,5479
Хобби - читать книги,5480
У меня есть мотоцикл.,5481
Люблю путешествовать.,5482
Я разведен.,5483
У меня есть собака.,5484
Люблю себя.,5485
Хочу увидеть океан.,5486
Я работаю за границей,5487
Я живу в частном секторе.,5488
Люблю животных.,5489
Бегаю по утрам.,5490
Люблю кошек.,5491
У меня красивое имя,5492
Подрабатываю в бургерной,5493
Люблю путешествовать.,5494
Я фотограф,5495
Я сантехник.,5496
Я альпинист.,5497
Очень люблю сладкое.,5498
Я мечтаю стать учителем,5499
Хочу переехать в Америку.,5500
Я люблю готовить,5501
я вкусно готовлю,5502
Я курю.,5503
Люблю кушать пиццу.,5504
учусь в колледже,5505
Хочу освоить фортепиано.,5506
Я люблю осень,5507
выращиваю цветы,5508
Я очень люблю горы.,5509
Ношу черные вещи.,5510
Я люблю лазанью.,5511
Не люблю подарки.,5512
Мечтаю о любви,5513
У меня пять сестер,5514
Я люблю животных.,5515
не люблю мышей,5516
Наблюдаю за бактериями,5517
Люблю кофе.,5518
У меня есть жена и ребенок.,5519
Гуляю с собакой.,5520
У меня есть своя ферма,5521
Я развожу охотничьих собак.,5522
В активном поиске.,5523
Ищу общения,5524
я мама,5525
Мечтаю о Феррари,5526
Не люблю кошек.,5527
По гороскопу я лев,5528
Работаю следователем.,5529
У меня 2 собаки,5530
Я люблю секс.,5531
Я мечтаю поехать в Египет,5532
Люблю ходить пешком.,5533
У меня выходные.,5534
Хорошо готовлю,5535
Храню выпускное платье.,5536
я хочу научится петь,5537
Делаю украшения,5538
Я очень трудолюбива,5539
Я боюсь темноты.,5540
есть кот,5541
люблю готовить.,5542
мой парень боксер,5543
Муж работает в банке,5544
Я работаю няней,5545
Занимаюсь рукоделием.,5546
Я работаю в кафе,5547
Я люблю плавать.,5548
вчера была на концерте,5549
Мне нравятся питомцы.,5550
Занимаюсь боксом,5551
Я хорошо пеку.,5552
По утрам пью кофе.,5553
Занимаюсь фитнесом.,5554
Я люблю свою жену,5555
У меня есть мечта,5556
"Я пью сок, если нет кофе.",5557
Я хорошо готовлю.,5558
Мне нравится шансон.,5559
У меня есть татуировка,5560
Я люблю читать романы,5561
Люблю животных,5562
люблю пиво,5563
Я собираю роботов.,5564
У меня две сестры.,5565
Я хорошо плаваю,5566
Я не ем мясо.,5567
Мечтаю поехать в круиз.,5568
Я умею достигать целей.,5569
Я мечтаю стать ветеринаром,5570
Я замужем,5571
Люблю охоту.,5572
Мы играем в мяч,5573
Хочу ещё дочку,5574
Я глухонемой.,5575
я люблю спорт,5576
Я дорожу друзьями.,5577
"Замужем, детей нет.",5578
Я люблю мужа и детей.,5579
У меня двое детей.,5580
мечтаю о новой машине,5581
У меня нет машины,5582
Люблю хорошо поесть,5583
я решил заниматься спортом,5584
Мою девушку зовут Аня.,5585
Мне нравится коньяк,5586
Я люблю тишину,5587
я хочу знать английский,5588
Я люблю кино.,5589
Иду в кино.,5590
Я люблю сериалы,5591
я люблю слушать музыку,5592
Не работаю,5593
Люблю здоровое питание,5594
Воспитываем кота,5595
я люблю готовить.,5596
Не люблю рыбу.,5597
Я люблю свою работу.,5598
Я интроверт,5599
У меня есть черепаха.,5600
Я прилично одет.,5601
Я хочу поехать на море.,5602
хочу ружье,5603
мое любимое блюдо пицца.,5604
Не люблю море,5605
Живу с родителями.,5606
я мечтаю о море,5607
Я люблю дайвинг.,5608
Будущий инженер.,5609
Я умею ставить палатку.,5610
У меня есть собака,5611
Я люблю своих родных.,5612
Я люблю кексы,5613
Я повар.,5614
У меня много поездок по стране.,5615
Я занимаюсь альпинизмом,5616
У меня дом у моря,5617
я люблю кушать,5618
Играю в нарды,5619
У меня две сестры,5620
У меня кошка.,5621
Люблю свою семью,5622
Я пою в хоре,5623
хожу в спортзал,5624
Я поеду в Турцию.,5625
Смотрю ужастики,5626
Люблю отдыхать на море.,5627
Воркаут обожаю.,5628
И две тату.,5629
У меня есть кошка,5630
Я люблю свою страну,5631
я хочу поскорее расплатиться с кредитами,5632
Я люблю кошек,5633
люблю свою собаку,5634
У меня золотая рыбка.,5635
Мечтаю о велосипеде.,5636
Моя жена лучшая в мире.,5637
Люблю путешествие.,5638
Увлекаюсь танцами.,5639
У меня есть самовар.,5640
я хорошо готовлю пиццу,5641
Живу с мамой,5642
Я неплохо рисую,5643
Хорошо катаюсь на лыжах,5644
У меня есть гараж.,5645
Хожу в спортзал.,5646
Я умею водить мотоцикл.,5647
У меня два кота,5648
Мечтаю поехать в Париж.,5649
Мечтаю научиться плавать!,5650
я помогаю животным.,5651
Я рыжая.,5652
Я люблю музыку.,5653
Теща неплохая.,5654
Я мечтаю купить мотоцикл.,5655
Я люблю свою работу,5656
Мне нравится смотреть сериалы,5657
Люблю кино,5658
Боюсь темноты,5659
Я бегаю по утрам.,5660
У меня аллергия на дыню.,5661
учусь любить!,5662
Обожаю щеночков.,5663
Мечтаю о поездке в Венецию.,5664
Нет друзей.,5665
У меня есть брат,5666
Я люблю алкоголь,5667
Я не умею готовить,5668
Я куплю машину.,5669
У меня есть бобёр.,5670
Часто хожу в театр.,5671
Хочу научиться петь.,5672
Я хорошо вожу машину.,5673
Я люблю комедии,5674
люблю танцевать,5675
пойду грабить,5676
Мои родители фермеры,5677
я люблю пиццу,5678
Я не люблю дождь.,5679
я не плохо управляю байком,5680
Я помогаю больным детям,5681
Имею лишний вес,5682
У меня три кошки,5683
У меня есть двое детей,5684
Люблю строить,5685
У меня самая лучшая жена,5686
Я очень красивая,5687
У меня есть две собаки,5688
Я собираюсь замуж,5689
У мен есть парень.,5690
я плохо вижу,5691
Знаю все мультики.,5692
я люблю танцевать,5693
Я не люблю кашу.,5694
Катаюсь на сноуборде.,5695
Люблю чёрный чай,5696
Люблю сериалы,5697
учусь на юриста,5698
Я нашла клад.,5699
Мечтаю съездить в Париж,5700
У меня есть машина.,5701
Хочу встретить свою любовь,5702
Меломан,5703
"Я оптимист, и я счастлив..",5704
люблю смотреть на звезды,5705
У меня есть кактус.,5706
Люблю зиму.,5707
Выращиваю цветы.,5708
Мне нравятся яхты.,5709
Я меланхолик.,5710
мое хобби цветы,5711
я не был за границей,5712
У меня длинные волосы,5713
Я ЗАНИМАЮСЬ ТАНЦАМИ,5714
Играет на гитаре.,5715
Хожу на курсы английского,5716
Недавно закончил институт..,5717
Хожу в кружок карате,5718
Люблю общение.,5719
не люблю кошек,5720
Я любима,5721
Я гарант конституции,5722
Мое хобби -рыбалка,5723
Я стану депутатом.,5724
Играю на гитаре.,5725
Обожаю запах бумаги,5726
Я люблю читать,5727
У меня нет животных.,5728
Дружу с парнем из соседнего дома.,5729
Я люблю мужа.,5730
смотрю старое кино,5731
Я умею фехтовать,5732
Не люблю готовить.,5733
Я люблю вкусные блюда.,5734
Я люблю гулять.,5735
Я люблю собирать грибы,5736
Я женился на стюардессе,5737
Я умею водить машину.,5738
Я люблю приключения,5739
Пишу стихи,5740
Иногда я устраиваю вечеринки.,5741
Я мечтаю выйти замуж.,5742
Жмот.,5743
У меня две собаки.,5744
Я люблю путешествовать.,5745
Я невысокого роста.,5746
отдыхаю в деревне,5747
Учусь играть в шахматы,5748
Я не люблю чеснок,5749
Я не умею готовить.,5750
Я люблю лето.,5751
Мечтаю о новой гитаре,5752
У меня двое деток.,5753
Обожаю отдых на природе.,5754
Мне нравятся коктейли,5755
Нравится зима,5756
я холост,5757
Я не умею жарить шашлык.,5758
Скоро женюсь,5759
Я люблю играть в теннис,5760
Я замужем,5761
люблю читать,5762
У меня много друзей,5763
Я увлекаюсь бегом,5764
У меня есть кошка.,5765
У меня есть сестра,5766
вкусно готовлю.,5767
скоро у меня д/р,5768
Быстро плаваю.,5769
Я играю в футбол,5770
я не люблю кошек,5771
Хочу жениться.,5772
Я хороший собеседник.,5773
Скоро еду на юг.,5774
Люблю колбасу с сыром,5775
люблю текилу,5776
Люблю кошек,5777
У нас будет семья.,5778
У меня есть кот.,5779
Люблю смотреть ужастики.,5780
Я фрилансер.,5781
Я слежу за ситуацией стране,5782
Занимаюсь благотворительностью.,5783
Люблю детей,5784
Держу дома кота,5785
сделала операцию на нос,5786
Я люблю суши.,5787
Хочу объездить Европу.,5788
Хочу приобрести компьютер,5789
я люблю свою жену,5790
У меня есть хомяк.,5791
Я люблю путешествовать,5792
не люблю животных,5793
Скоро женюсь,5794
У меня 5 хомяков.,5795
Я люблю читать классику.,5796
Я очень люблю танцевать,5797
Я люблю боулинг.,5798
У меня два кота.,5799
Мой девиз - только вперед.,5800
А ещё у меня есть брат.,5801
Мне 56 лет.,5802
Играю на гитаре,5803
Я боюсь пауков.,5804
Я никогда не курил,5805
я мечтаю отдохнуть в Праге,5806
Хочу на море,5807
Мечтаю поехать в Париж.,5808
Я мечтаю стать моделью,5809
Я боюсь собак.,5810
Интересуюсь живописью,5811
Мне нравятся детективы,5812
Люблю путешествовать.,5813
я хочу на море.,5814
В школе учился плохо.,5815
У меня много интересов.,5816
Я очень веселая девушка,5817
Я мечтаю о сфинксе.,5818
Я живу на десятом этаже,5819
две дочери,5820
Я свободно общаюсь с иностранцами.,5821
Я не люблю зиму.,5822
Я терял паспорт.,5823
У меня есть усы,5824
Ненавижу киви.,5825
Люблю путешествовать,5826
У меня есть дача.,5827
Я люблю готовить,5828
Я вчера сдал экзамен.,5829
Собираю марки.,5830
